0,Ability Description,Ability Name,Ability Tier,Cost,Skill Unit 1,,Multiplier,SkillUnit 2,,Multiplier,SkillUnit 3,,Multiplier,SkillUnit 4,,,Apply1,Apply2,Apply3,IconImage
1017,,Aurora Execution,Null,1,Damage,Strength,5,Damage,Intelligence,5,Debuff,Thunder,2,Debuff,Water,1,Wind,Thunder,Charge,Amphora
1018,,Piranha Waves,Null,1,Damage,Intelligence,3,Damage,Intelligence,3,Damage,Intelligence,3,Debuff,Bleed,1,Water,LifeSteal,,Piranha
1019,,For Athena,Null,3,Buff,Strength,3,Buff,Agility,3,Buff,Intelligence,3,Protect,Guard,1,Exhaust,,,Silence
1020,,The Strongest Potion,Null,0,Sacrifice,Null,0,Protect,Guard,1,Protect,Null,1000,Heal,Null,1000,Buff,Combo,Exhaust,Elixir
1021,,Shield Boomerang,Null,0,Protect,MaxHP,1,Damage,Protect,5,,,,,,,Action,,,RoundShield
1022,,Sabotage,Null,1,Discard,Buff,1,Debuff,Element,3,,,,,,,,,,EvilHand
1023,,The Power Of Memes,Null,4,Sacrifice,Draw,1,Protect,Direct,0,InstantBoost,Draw,1,Vulnerable,Protect,10,Exhaust,,,Idea
1024,,Bad Kids Punishment,Null,2,Damage,Strength,8,Damage,Strength,1,Debuff,Dark,1,,,,Debuff,Sacrifice,Exhaust,PowerRevolt
1025,,Summon . Snowmen,Null,1,Heal,Intelligence,3,Damage,Intelligence,3,Damage,Intelligence,3,Debuff,Water,1,,,,Snowman
1026,,Touch Gently,Null,1,Damage,Strength,6,Debuff,Insane,2,Debuff,Confuse,1,,,,,,,Hand
1027,,Good Kids Reward,Null,2,Heal,Agility,8,Debuff,Slack,1,Sacrifice,Slack,1,,,,Buff,Full,Exhaust,Present
1028,,Psychokinesis Dance,Null,2,Buff,Strength,3,Buff,Agility,3,InstantBoost,Guard,0,Damage,Agility,5,Water,Action,Combo,Sparkles
1029,,Lightning Flame,Null,2,Damage,Agility,3,Damage,Agility,3,Damage,Agility,3,Damage,Agility,3,Fire,Agility,Dice,FocusedLightning
1030,,Treasures Of Heavens,Null,3,Protect,MaxHP,1,Heal,MaxHP,3,Debuff,Restrain,3,,,,Earth,Multiply,,Lotus
1031,,We Know The Truth,Null,5,Buff,Strength,2,Buff,Agility,2,Buff,Intelligence,2,Protect,Direct,1,Exhaust,,,Silence
1032,,Headache Spell,Null,0,Vulnerable,Protect,2,Debuff,Strength,1,Debuff,Agility,1,Debuff,Restrain,3,Combo,,,Dizzy
1033,,Boundless Dharma,Null,3,Protect,Element,2,Discard,Intelligence,3,Debuff,Slack,1,,,,Light,Full,Exhaust,Lotus
1034,,Naughty Monkey!,Null,3,Debuff,MaxHP,3,Debuff,Strength,3,Debuff,Agility,3,Debuff,Intelligence,3,Exhaust,,,Silence
1035,,Build,Null,1,Protect,MaxHP,3,Protect,Strength,2,Protect,Agility,2,Protect,Intelligence,2,Combo,,,ConcreteBag
1036,,United Strike,Null,2,Damage,Protect,7,,,,,,,,,,Sacrifice,,,BackUp
